sentence_id,token,label
4.0,JavaScript,B-PROGRAMMING_LANGUAGE
4.0,",",O
4.0,and,O
4.0,HTML,B-TOOL
4.0,/,I-TOOL
4.0,CSS,I-TOOL
4.0,.,O
4.0,The,O
4.0,company,O
4.0,is,O
4.0,TCS,B-COMPANY
4.0,",",O
4.0,and,O
4.0,the,O
4.0,job,O
4.0,location,O
4.0,is,O
4.0,Pune,B-LOCATION
4.0,.,O
4.0,Employment,O
4.0,type,O
4.0,:,O
4.0,full-time,B-EMPLOYEMENT_TYPE
4.0,.,O
5.0,Google,B-COMPANY
5.0,is,O
5.0,hiring,O
5.0,a,O
5.0,Machine,B-JOB_TITLE
5.0,Learning,I-JOB_TITLE
5.0,Engineer,I-JOB_TITLE
5.0,.,O
5.0,Required,O
5.0,skills,O
5.0,include,O
5.0,Python,B-PROGRAMMING_LANGUAGE
5.0,",",O
5.0,TensorFlow,B-FRAMEWORK
5.0,",",O
5.0,and,O
5.0,SQL,B-TOOL
5.0,.,O
5.0,This,O
5.0,role,O
5.0,is,O
5.0,remote,B-LOCATION
5.0,.,O
5.0,Employment,O
5.0,type,O
5.0,:,O
5.0,full-time,B-EMPLOYEMENT_TYPE
5.0,.,O
6.0,Wipro,B-COMPANY
6.0,is,O
6.0,looking,O
6.0,for,O
6.0,a,O
6.0,Data,B-JOB_TITLE
6.0,Analyst,I-JOB_TITLE
6.0,skilled,O
6.0,in,O
6.0,Excel,B-TOOL
6.0,",",O
6.0,Tableau,B-TOOL
6.0,",",O
6.0,and,O
6.0,Python,B-PROGRAMMING_LANGUAGE
6.0,.,O
6.0,The,O
6.0,role,O
6.0,is,O
6.0,based,O
6.0,in,O
6.0,Noida,B-LOCATION
6.0,.,O
6.0,Employment,O
6.0,type,O
6.0,:,O
6.0,full-time,B-EMPLOYEMENT_TYPE
6.0,.,O
7.0,Deloitte,B-COMPANY
7.0,is,O
7.0,hiring,O
7.0,a,O
7.0,Business,B-JOB_TITLE
7.0,Analyst,I-JOB_TITLE
7.0,with,O
7.0,strong,O
7.0,analytical,B-SKILL_TECH
7.0,skills,I-SKILL_TECH
7.0,and,O
7.0,knowledge,O
7.0,of,O
7.0,Excel,B-TOOL
7.0,and,O
7.0,Power,B-TOOL
7.0,BI,I-TOOL
7.0,.,O
7.0,Job,O
7.0,location,O
7.0,:,O
7.0,Gurgaon,B-LOCATION
7.0,.,O
7.0,Employment,O
7.0,type,O
7.0,:,O
7.0,full-time,B-EMPLOYEMENT_TYPE
7.0,.,O
8.0,IBM,B-COMPANY
8.0,is,O
8.0,hiring,O
8.0,a,O
8.0,Cloud,B-JOB_TITLE
8.0,Engineer,I-JOB_TITLE
8.0,experienced,O
8.0,in,O
8.0,AWS,B-TOOL
8.0,",",O
8.0,Docker,B-TOOL
8.0,",",O
8.0,and,O
8.0,Kubernetes,B-TOOL
8.0,.,O
8.0,The,O
8.0,role,O
8.0,is,O
8.0,based,O
8.0,in,O
8.0,Bangalore,B-LOCATION
8.0,.,O
8.0,Employment,O
8.0,type,O
8.0,:,O
8.0,full-time,B-EMPLOYEMENT_TYPE
8.0,.,O
9.0,Accenture,B-COMPANY
9.0,seeks,O
9.0,a,O
9.0,DevOps,B-JOB_TITLE
9.0,Engineer,I-JOB_TITLE
9.0,skilled,O
9.0,in,O
9.0,Jenkins,B-TOOL
9.0,",",O
9.0,Git,B-TOOL
9.0,",",O
9.0,and,O
9.0,Linux,B-TOOL
9.0,.,O
9.0,The,O
9.0,job,O
9.0,is,O
9.0,located,O
9.0,in,O
9.0,Mumbai,B-LOCATION
9.0,.,O
9.0,Employment,O
9.0,type,O
9.0,:,O
9.0,full-time,B-EMPLOYEMENT_TYPE
9.0,.,O
10.0,HCL,B-COMPANY
10.0,is,O
10.0,looking,O
10.0,for,O
10.0,a,O
10.0,Software,B-JOB_TITLE
10.0,Tester,I-JOB_TITLE
10.0,proficient,O
10.0,in,O
10.0,Selenium,B-TOOL
10.0,and,O
10.0,Python,B-PROGRAMMING_LANGUAGE
10.0,.,O
10.0,This,O
10.0,role,O
10.0,is,O
10.0,based,O
10.0,in,O
10.0,Chennai,B-LOCATION
10.0,.,O
10.0,Employment,O
10.0,type,O
10.0,:,O
10.0,contract,B-EMPLOYEMENT_TYPE
10.0,.,O
11.0,We,O
11.0,are,O
11.0,hiring,O
11.0,a,O
11.0,UI/UX,B-JOB_TITLE
11.0,Designer,I-JOB_TITLE
11.0,with,O
11.0,experience,O
11.0,in,O
11.0,Figma,B-TOOL
11.0,",",O
11.0,Adobe,B-TOOL
11.0,XD,I-TOOL
11.0,",",O
11.0,and,O
11.0,prototyping,B-SKILL_TECH
11.0,tools,I-SKILL_TECH
11.0,.,O
11.0,Company,O
11.0,:,O
11.0,Zoho,B-COMPANY
11.0,.,O
11.0,Location,O
11.0,:,O
11.0,Chennai,B-LOCATION
11.0,.,O
11.0,Employment,O
11.0,type,O
11.0,:,O
11.0,full-time,B-EMPLOYEMENT_TYPE
11.0,.,O
12.0,Flipkart,B-COMPANY
12.0,is,O
12.0,hiring,O
12.0,a,O
12.0,Product,B-JOB_TITLE
12.0,Manager,I-JOB_TITLE
12.0,with,O
12.0,strong,O
12.0,soft,B-SKILL_TECH
12.0,skills,I-SKILL_TECH
12.0,and,O
12.0,experience,O
12.0,in,O
12.0,market,B-SKILL_TECH
12.0,analysis,I-SKILL_TECH
12.0,.,O
12.0,Location,O
12.0,:,O
12.0,Bangalore,B-LOCATION
12.0,.,O
12.0,Employment,O
12.0,type,O
12.0,:,O
12.0,full-time,B-EMPLOYEMENT_TYPE
12.0,.,O
13.0,We,O
13.0,need,O
13.0,an,O
13.0,Android,B-JOB_TITLE
13.0,Developer,I-JOB_TITLE
13.0,with,O
13.0,Java,B-PROGRAMMING_LANGUAGE
13.0,",",O
13.0,Kotlin,B-PROGRAMMING_LANGUAGE
13.0,",",O
13.0,and,O
13.0,Android,B-TOOL
13.0,Studio,I-TOOL
13.0,expertise,O
13.0,.,O
13.0,Company,O
13.0,:,O
13.0,Samsung,B-COMPANY
13.0,.,O
13.0,Location,O
13.0,:,O
13.0,Delhi,B-LOCATION
13.0,.,O
13.0,Employment,O
13.0,type,O
13.0,:,O
13.0,full-time,B-EMPLOYEMENT_TYPE
13.0,.,O
14.0,Microsoft,B-COMPANY
14.0,is,O
14.0,hiring,O
14.0,a,O
14.0,Data,B-JOB_TITLE
14.0,Engineer,I-JOB_TITLE
14.0,skilled,O
14.0,in,O
14.0,SQL,B-TOOL
14.0,",",O
14.0,Azure,B-TOOL
14.0,",",O
14.0,and,O
14.0,Python,B-PROGRAMMING_LANGUAGE
14.0,.,O
14.0,This,O
14.0,position,O
14.0,is,O
14.0,located,O
14.0,in,O
14.0,Hyderabad,B-LOCATION
14.0,.,O
14.0,Employment,O
14.0,type,O
14.0,:,O
14.0,full-time,B-EMPLOYEMENT_TYPE
14.0,.,O
15.0,We,O
15.0,are,O
15.0,looking,O
15.0,for,O
15.0,a,O
15.0,Cybersecurity,B-JOB_TITLE
15.0,Analyst,I-JOB_TITLE
15.0,experienced,O
15.0,with,O
15.0,Linux,B-TOOL
15.0,",",O
15.0,SIEM,B-TOOL
15.0,tools,I-TOOL
15.0,",",O
15.0,and,O
15.0,network,B-SKILL_TECH
15.0,security,I-SKILL_TECH
15.0,.,O
15.0,Company,O
15.0,:,O
15.0,EY,B-COMPANY
15.0,.,O
15.0,Location,O
15.0,:,O
15.0,Pune,B-LOCATION
15.0,.,O
15.0,Employment,O
15.0,type,O
15.0,:,O
15.0,full-time,B-EMPLOYEMENT_TYPE
15.0,.,O
16.0,Oracle,B-COMPANY
16.0,is,O
16.0,hiring,O
16.0,a,O
16.0,Database,B-JOB_TITLE
16.0,Administrator,I-JOB_TITLE
16.0,with,O
16.0,strong,O
16.0,SQL,B-TOOL
16.0,and,O
16.0,PL/SQL,B-TOOL
16.0,knowledge,O
16.0,.,O
16.0,Location,O
16.0,:,O
16.0,Mumbai,B-LOCATION
16.0,.,O
16.0,Employment,O
16.0,type,O
16.0,:,O
16.0,full-time,B-EMPLOYEMENT_TYPE
16.0,.,O
17.0,We,O
17.0,need,O
17.0,a,O
17.0,Mobile,B-JOB_TITLE
17.0,App,I-JOB_TITLE
17.0,Developer,I-JOB_TITLE
17.0,with,O
17.0,Flutter,B-FRAMEWORK
17.0,",",O
17.0,Dart,B-PROGRAMMING_LANGUAGE
17.0,",",O
17.0,and,O
17.0,Firebase,B-TOOL
17.0,experience,O
17.0,.,O
17.0,Company,O
17.0,:,O
17.0,Swiggy,B-COMPANY
17.0,.,O
17.0,Location,O
17.0,:,O
17.0,Bangalore,B-LOCATION
17.0,.,O
17.0,Employment,O
17.0,type,O
17.0,:,O
17.0,full-time,B-EMPLOYEMENT_TYPE
17.0,.,O
18.0,We,O
18.0,are,O
18.0,looking,O
18.0,for,O
18.0,a,O
18.0,Research,B-JOB_TITLE
18.0,Intern,I-JOB_TITLE
18.0,pursuing,O
18.0,a,O
18.0,Bachelor's,B-EDUCATION_LEVEL
18.0,degree,O
18.0,in,O
18.0,Computer,B-DEGREE_MAJOR
18.0,Science,I-DEGREE_MAJOR
18.0,.,O
18.0,Company,O
18.0,:,O
18.0,Adobe,B-COMPANY
18.0,.,O
18.0,Location,O
18.0,:,O
18.0,Noida,B-LOCATION
18.0,.,O
18.0,Employment,O
18.0,type,O
18.0,:,O
18.0,internship,B-EMPLOYEMENT_TYPE
18.0,.,O
19.0,Cisco,B-COMPANY
19.0,is,O
19.0,hiring,O
19.0,a,O
19.0,Network,B-JOB_TITLE
19.0,Engineer,I-JOB_TITLE
19.0,with,O
19.0,CCNA,B-TOOL
19.0,certification,O
19.0,and,O
19.0,strong,O
19.0,routing/switching,B-SKILL_TECH
19.0,knowledge,O
19.0,.,O
19.0,Location,O
19.0,:,O
19.0,Gurgaon,B-LOCATION
19.0,.,O
19.0,Employment,O
19.0,type,O
19.0,:,O
19.0,full-time,B-EMPLOYEMENT_TYPE
19.0,.,O
20.0,We,O
20.0,need,O
20.0,a,O
20.0,Full,B-JOB_TITLE
20.0,Stack,I-JOB_TITLE
20.0,Developer,I-JOB_TITLE
20.0,experienced,O
20.0,in,O
20.0,React,B-FRAMEWORK
20.0,",",O
20.0,Node.js,B-FRAMEWORK
20.0,",",O
20.0,and,O
20.0,MongoDB,B-TOOL
20.0,.,O
20.0,Company,O
20.0,:,O
20.0,Paytm,B-COMPANY
20.0,.,O
20.0,Location,O
20.0,:,O
20.0,Bangalore,B-LOCATION
20.0,.,O
20.0,Employment,O
20.0,type,O
20.0,:,O
20.0,full-time,B-EMPLOYEMENT_TYPE
20.0,.,O
21.0,Data,B-JOB_TITLE
21.0,Analyst,I-JOB_TITLE
21.0,Responsible,O
21.0,for,O
21.0,analyzing,O
21.0,transactional,O
21.0,datasets,O
21.0,to,O
21.0,identify,O
21.0,patterns,O
21.0,&,O
21.0,metrics,O
21.0,Requires,O
21.0,proficiency,O
21.0,in,O
21.0,SQL,B-SKILL_TECH
21.0,Tableau,B-TOOL
21.0,Python,B-PROGRAMMING_LANGUAGE
21.0,predictive,O
21.0,modeling,O
21.0,and,O
21.0,risk,O
21.0,dashboards,O
21.0,Qualifications,O
21.0,include,O
21.0,Bachelor,B-EDUCATION_LEVEL
21.0,s,I-EDUCATION_LEVEL
21.0,in,O
21.0,Statistics,B-DEGREE_MAJOR
21.0,or,O
21.0,Data,B-DEGREE_MAJOR
21.0,Science,I-DEGREE_MAJOR
21.0,.,O
21.0,Hybrid,B-EMPLOYEMENT_TYPE
21.0,role,O
21.0,located,O
21.0,in,O
21.0,Pune,B-LOCATION
21.0,at,O
21.0,Razorpay,B-COMPANY
21.0,.,O
,,
22.0,Cloud,B-JOB_TITLE
22.0,Engineer,I-JOB_TITLE
22.0,Hiring,O
22.0,for,O
22.0,AWS,B-SKILL_TECH
22.0,focused,O
22.0,to,O
22.0,automate,O
22.0,infrastructure,O
22.0,using,O
22.0,Terraform,B-TOOL
22.0,Docker,B-TOOL
22.0,Kubernetes,B-TOOL
22.0,Full,B-EMPLOYEMENT_TYPE
22.0,time,I-EMPLOYEMENT_TYPE
22.0,position,O
22.0,at,O
22.0,Infosys,B-COMPANY
22.0,Bangalore,B-LOCATION
22.0,Must,O
22.0,know,O
22.0,CI/CD,B-SKILL_TECH
22.0,pipelines,O
22.0,Lambda,B-SKILL_TECH
22.0,CloudWatch,B-TOOL
22.0,.,O
,,
23.0,iOS,B-JOB_TITLE
23.0,Developer,I-JOB_TITLE
23.0,Working,O
23.0,on,O
23.0,native,O
23.0,iOS,B-SKILL_TECH
23.0,applications,O
23.0,in,O
23.0,SwiftUI,B-FRAMEWORK
23.0,.,O
23.0,Familiarity,O
23.0,with,O
23.0,XCode,B-TOOL
23.0,Combine,B-SKILL_TECH
23.0,CoreData,B-SKILL_TECH
23.0,API,B-SKILL_TECH
23.0,integration,O
23.0,Hyderabad,B-LOCATION
23.0,Accenture,B-COMPANY
,,
24.0,Cybersecurity,B-JOB_TITLE
24.0,Analyst,I-JOB_TITLE
24.0,Join,O
24.0,Palo,B-COMPANY
24.0,Alto,I-COMPANY
24.0,Networks,I-COMPANY
24.0,Mumbai,B-LOCATION
24.0,Security,B-JOB_TITLE
24.0,Analyst,I-JOB_TITLE
24.0,SIEM,B-TOOL
24.0,IDS/IPS,B-TOOL
24.0,Python,B-PROGRAMMING_LANGUAGE
24.0,B.Tech,B-EDUCATION_LEVEL
24.0,Cyber,B-DEGREE_MAJOR
24.0,Security,I-DEGREE_MAJOR
24.0,Computer,B-DEGREE_MAJOR
24.0,Science,I-DEGREE_MAJOR
,,
25.0,Mechanical,B-JOB_TITLE
25.0,CAD,I-JOB_TITLE
25.0,Engineer,I-JOB_TITLE
25.0,SolidWorks,B-TOOL
25.0,AutoCAD,B-TOOL
25.0,Tata,B-COMPANY
25.0,Motors,I-COMPANY
25.0,Pune,B-LOCATION
25.0,full,B-EMPLOYEMENT_TYPE
25.0,time,I-EMPLOYEMENT_TYPE
