sentence_id,token,label
4,Pune,B-LOCATION
4,.,O
4,Employment,O
4,type,O
4,:,O
4,full-time,B-EMPLOYEMENT_TYPE
4,.,O
5,Google,B-COMPANY
5,is,O
5,hiring,O
5,a,O
5,Machine,B-JOB_TITLE
5,Learning,I-JOB_TITLE
5,Engineer,I-JOB_TITLE
5,.,O
5,Required,O
5,skills,O
5,include,O
5,Python,B-PROGRAMMING_LANGUAGE
5,",",O
5,TensorFlow,B-FRAMEWORK
5,",",O
5,and,O
5,SQL,B-TOOL
5,.,O
5,This,O
5,role,O
5,is,O
5,remote,B-LOCATION
5,.,O
5,Employment,O
5,type,O
5,:,O
5,full-time,B-EMPLOYEMENT_TYPE
5,.,O
6,Wipro,B-COMPANY
6,is,O
6,looking,O
6,for,O
6,a,O
6,Data,B-JOB_TITLE
6,Analyst,I-JOB_TITLE
6,skilled,O
6,in,O
6,Excel,B-TOOL
6,",",O
6,Tableau,B-TOOL
6,",",O
6,and,O
6,Python,B-PROGRAMMING_LANGUAGE
6,.,O
6,The,O
6,role,O
6,is,O
6,based,O
6,in,O
6,Noida,B-LOCATION
6,.,O
6,Employment,O
6,type,O
6,:,O
6,full-time,B-EMPLOYEMENT_TYPE
6,.,O
7,Deloitte,B-COMPANY
7,is,O
7,hiring,O
7,a,O
7,Business,B-JOB_TITLE
7,Analyst,I-JOB_TITLE
7,with,O
7,strong,O
7,analytical,B-SKILL_TECH
7,skills,I-SKILL_TECH
7,and,O
7,knowledge,O
7,of,O
7,Excel,B-TOOL
7,and,O
7,Power,B-TOOL
7,BI,I-TOOL
7,.,O
7,Job,O
7,location,O
7,:,O
7,Gurgaon,B-LOCATION
7,.,O
7,Employment,O
7,type,O
7,:,O
7,full-time,B-EMPLOYEMENT_TYPE
7,.,O
8,IBM,B-COMPANY
8,is,O
8,hiring,O
8,a,O
8,Cloud,B-JOB_TITLE
8,Engineer,I-JOB_TITLE
8,experienced,O
8,in,O
8,AWS,B-TOOL
8,",",O
8,Docker,B-TOOL
8,",",O
8,and,O
8,Kubernetes,B-TOOL
8,.,O
8,The,O
8,role,O
8,is,O
8,based,O
8,in,O
8,Bangalore,B-LOCATION
8,.,O
8,Employment,O
8,type,O
8,:,O
8,full-time,B-EMPLOYEMENT_TYPE
8,.,O
9,Accenture,B-COMPANY
9,seeks,O
9,a,O
9,DevOps,B-JOB_TITLE
9,Engineer,I-JOB_TITLE
9,skilled,O
9,in,O
9,Jenkins,B-TOOL
9,",",O
9,Git,B-TOOL
9,",",O
9,and,O
9,Linux,B-TOOL
9,.,O
9,The,O
9,job,O
9,is,O
9,located,O
9,in,O
9,Mumbai,B-LOCATION
9,.,O
9,Employment,O
9,type,O
9,:,O
9,full-time,B-EMPLOYEMENT_TYPE
9,.,O
10,HCL,B-COMPANY
10,is,O
10,looking,O
10,for,O
10,a,O
10,Software,B-JOB_TITLE
10,Tester,I-JOB_TITLE
10,proficient,O
10,in,O
10,Selenium,B-TOOL
10,and,O
10,Python,B-PROGRAMMING_LANGUAGE
10,.,O
10,This,O
10,role,O
10,is,O
10,based,O
10,in,O
10,Chennai,B-LOCATION
10,.,O
10,Employment,O
10,type,O
10,:,O
10,contract,B-EMPLOYEMENT_TYPE
10,.,O
11,We,O
11,are,O
11,hiring,O
11,a,O
11,UI/UX,B-JOB_TITLE
11,Designer,I-JOB_TITLE
11,with,O
11,experience,O
11,in,O
11,Figma,B-TOOL
11,",",O
11,Adobe,B-TOOL
11,XD,I-TOOL
11,",",O
11,and,O
11,prototyping,B-SKILL_TECH
11,tools,I-SKILL_TECH
11,.,O
11,Company,O
11,:,O
11,Zoho,B-COMPANY
11,.,O
11,Location,O
11,:,O
11,Chennai,B-LOCATION
11,.,O
11,Employment,O
11,type,O
11,:,O
11,full-time,B-EMPLOYEMENT_TYPE
11,.,O
12,Flipkart,B-COMPANY
12,is,O
12,hiring,O
12,a,O
12,Product,B-JOB_TITLE
12,Manager,I-JOB_TITLE
12,with,O
12,strong,O
12,soft,B-SKILL_TECH
12,skills,I-SKILL_TECH
12,and,O
12,experience,O
12,in,O
12,market,B-SKILL_TECH
12,analysis,I-SKILL_TECH
12,.,O
12,Location,O
12,:,O
12,Bangalore,B-LOCATION
12,.,O
12,Employment,O
12,type,O
12,:,O
12,full-time,B-EMPLOYEMENT_TYPE
12,.,O
13,We,O
13,need,O
13,an,O
13,Android,B-JOB_TITLE
13,Developer,I-JOB_TITLE
13,with,O
13,Java,B-PROGRAMMING_LANGUAGE
13,",",O
13,Kotlin,B-PROGRAMMING_LANGUAGE
13,",",O
13,and,O
13,Android,B-TOOL
13,Studio,I-TOOL
13,expertise,O
13,.,O
13,Company,O
13,:,O
13,Samsung,B-COMPANY
13,.,O
13,Location,O
13,:,O
13,Delhi,B-LOCATION
13,.,O
13,Employment,O
13,type,O
13,:,O
13,full-time,B-EMPLOYEMENT_TYPE
13,.,O
14,Microsoft,B-COMPANY
14,is,O
14,hiring,O
14,a,O
14,Data,B-JOB_TITLE
14,Engineer,I-JOB_TITLE
14,skilled,O
14,in,O
14,SQL,B-TOOL
14,",",O
14,Azure,B-TOOL
14,",",O
14,and,O
14,Python,B-PROGRAMMING_LANGUAGE
14,.,O
14,This,O
14,position,O
14,is,O
14,located,O
14,in,O
14,Hyderabad,B-LOCATION
14,.,O
14,Employment,O
14,type,O
14,:,O
14,full-time,B-EMPLOYEMENT_TYPE
14,.,O
15,We,O
15,are,O
15,looking,O
15,for,O
15,a,O
15,Cybersecurity,B-JOB_TITLE
15,Analyst,I-JOB_TITLE
15,experienced,O
15,with,O
15,Linux,B-TOOL
15,",",O
15,SIEM,B-TOOL
15,tools,I-TOOL
15,",",O
15,and,O
15,network,B-SKILL_TECH
15,security,I-SKILL_TECH
15,.,O
15,Company,O
15,:,O
15,EY,B-COMPANY
15,.,O
15,Location,O
15,:,O
15,Pune,B-LOCATION
15,.,O
15,Employment,O
15,type,O
15,:,O
15,full-time,B-EMPLOYEMENT_TYPE
15,.,O
16,Oracle,B-COMPANY
16,is,O
16,hiring,O
16,a,O
16,Database,B-JOB_TITLE
16,Administrator,I-JOB_TITLE
16,with,O
16,strong,O
16,SQL,B-TOOL
16,and,O
16,PL/SQL,B-TOOL
16,knowledge,O
16,.,O
16,Location,O
16,:,O
16,Mumbai,B-LOCATION
16,.,O
16,Employment,O
16,type,O
16,:,O
16,full-time,B-EMPLOYEMENT_TYPE
16,.,O
17,We,O
17,need,O
17,a,O
17,Mobile,B-JOB_TITLE
17,App,I-JOB_TITLE
17,Developer,I-JOB_TITLE
17,with,O
17,Flutter,B-FRAMEWORK
17,",",O
17,Dart,B-PROGRAMMING_LANGUAGE
17,",",O
17,and,O
17,Firebase,B-TOOL
17,experience,O
17,.,O
17,Company,O
17,:,O
17,Swiggy,B-COMPANY
17,.,O
17,Location,O
17,:,O
17,Bangalore,B-LOCATION
17,.,O
17,Employment,O
17,type,O
17,:,O
17,full-time,B-EMPLOYEMENT_TYPE
17,.,O
18,We,O
18,are,O
18,looking,O
18,for,O
18,a,O
18,Research,B-JOB_TITLE
18,Intern,I-JOB_TITLE
18,pursuing,O
18,a,O
18,Bachelor's,B-EDUCATION_LEVEL
18,degree,O
18,in,O
18,Computer,B-DEGREE_MAJOR
18,Science,I-DEGREE_MAJOR
18,.,O
18,Company,O
18,:,O
18,Adobe,B-COMPANY
18,.,O
18,Location,O
18,:,O
18,Noida,B-LOCATION
18,.,O
18,Employment,O
18,type,O
18,:,O
18,internship,B-EMPLOYEMENT_TYPE
18,.,O
19,Cisco,B-COMPANY
19,is,O
19,hiring,O
19,a,O
19,Network,B-JOB_TITLE
19,Engineer,I-JOB_TITLE
19,with,O
19,CCNA,B-TOOL
19,certification,O
19,and,O
19,strong,O
19,routing/switching,B-SKILL_TECH
19,knowledge,O
19,.,O
19,Location,O
19,:,O
19,Gurgaon,B-LOCATION
19,.,O
19,Employment,O
19,type,O
19,:,O
19,full-time,B-EMPLOYEMENT_TYPE
19,.,O
20,We,O
20,need,O
20,a,O
20,Full,B-JOB_TITLE
20,Stack,I-JOB_TITLE
20,Developer,I-JOB_TITLE
20,experienced,O
20,in,O
20,React,B-FRAMEWORK
20,",",O
20,Node.js,B-FRAMEWORK
20,",",O
20,and,O
20,MongoDB,B-TOOL
20,.,O
20,Company,O
20,:,O
20,Paytm,B-COMPANY
20,.,O
20,Location,O
20,:,O
20,Bangalore,B-LOCATION
20,.,O
20,Employment,O
20,type,O
20,:,O
20,full-time,B-EMPLOYEMENT_TYPE
20,.,O
21,Meta,B-COMPANY
21,is,O
21,hiring,O
21,an,O
21,AI,B-JOB_TITLE
21,Research,I-JOB_TITLE
21,Scientist,I-JOB_TITLE
21,with,O
21,strong,O
21,Python,B-PROGRAMMING_LANGUAGE
21,and,O
21,PyTorch,B-FRAMEWORK
21,experience,O
21,.,O
21,Location,O
21,:,O
21,Bangalore,B-LOCATION
21,.,O
21,Employment,O
21,type,O
21,:,O
21,full-time,B-EMPLOYEMENT_TYPE
21,.,O
22,Tata,B-COMPANY
22,Elxsi,I-COMPANY
22,is,O
22,looking,O
22,for,O
22,an,O
22,Embedded,B-JOB_TITLE
22,Systems,I-JOB_TITLE
22,Engineer,I-JOB_TITLE
22,skilled,O
22,in,O
22,C,B-PROGRAMMING_LANGUAGE
22,and,O
22,ARM,B-TOOL
22,controllers,O
22,.,O
22,Location,O
22,:,O
22,Chennai,B-LOCATION
22,.,O
22,Employment,O
22,type,O
22,:,O
22,full-time,B-EMPLOYEMENT_TYPE
22,.,O
23,Siemens,B-COMPANY
23,seeks,O
23,an,O
23,Automation,B-JOB_TITLE
23,Engineer,I-JOB_TITLE
23,experienced,O
23,in,O
23,PLC,B-TOOL
23,programming,O
23,and,O
23,SCADA,B-TOOL
23,systems,O
23,.,O
23,Location,O
23,:,O
23,Pune,B-LOCATION
23,.,O
23,Employment,O
23,type,O
23,:,O
23,full-time,B-EMPLOYEMENT_TYPE
23,.,O
24,Freshworks,B-COMPANY
24,is,O
24,hiring,O
24,a,O
24,Customer,B-JOB_TITLE
24,Success,I-JOB_TITLE
24,Manager,I-JOB_TITLE
24,with,O
24,CRM,B-TOOL
24,experience,O
24,.,O
24,Location,O
24,:,O
24,Chennai,B-LOCATION
24,.,O
24,Employment,O
24,type,O
24,:,O
24,full-time,B-EMPLOYEMENT_TYPE
24,.,O
25,Capgemini,B-COMPANY
25,is,O
25,hiring,O
25,a,O
25,QA,B-JOB_TITLE
25,Automation,I-JOB_TITLE
25,Engineer,I-JOB_TITLE
25,skilled,O
25,in,O
25,Java,B-PROGRAMMING_LANGUAGE
25,.,O
25,Location,O
25,:,O
25,Hyderabad,B-LOCATION
25,.,O
25,Employment,O
25,type,O
25,:,O
25,full-time,B-EMPLOYEMENT_TYPE
25,.,O
26,LinkedIn,B-COMPANY
26,is,O
26,looking,O
26,for,O
26,a,O
26,Security,B-JOB_TITLE
26,Engineer,I-JOB_TITLE
26,with,O
26,cloud,B-SKILL_TECH
26,security,I-SKILL_TECH
26,experience,O
26,.,O
26,Location,O
26,:,O
26,Remote,B-LOCATION
26,.,O
26,Employment,O
26,type,O
26,:,O
26,full-time,B-EMPLOYEMENT_TYPE
26,.,O
27,Nokia,B-COMPANY
27,seeks,O
27,a,O
27,Telecommunications,B-JOB_TITLE
27,Engineer,I-JOB_TITLE
27,skilled,O
27,in,O
27,5G,B-SKILL_TECH
27,networks,I-SKILL_TECH
27,and,O
27,RF,B-SKILL_TECH
27,optimization,I-SKILL_TECH
27,.,O
27,Location,O
27,:,O
27,Bangalore,B-LOCATION
27,.,O
27,Employment,O
27,type,O
27,:,O
27,full-time,B-EMPLOYEMENT_TYPE
27,.,O
28,Byju’s,B-COMPANY
28,is,O
28,hiring,O
28,a,O
28,Content,B-JOB_TITLE
28,Developer,I-JOB_TITLE
28,with,O
28,education,B-SKILL_TECH
28,content,I-SKILL_TECH
28,experience,O
28,.,O
28,Location,O
28,:,O
28,Bangalore,B-LOCATION
28,.,O
28,Employment,O
28,type,O
28,:,O
28,full-time,B-EMPLOYEMENT_TYPE
28,.,O
29,PayPal,B-COMPANY
29,is,O
29,looking,O
29,for,O
29,a,O
29,Backend,B-JOB_TITLE
29,Developer,I-JOB_TITLE
29,with,O
29,Java,B-PROGRAMMING_LANGUAGE
29,and,O
29,AWS,B-TOOL
29,experience,O
29,.,O
29,Location,O
29,:,O
29,Bangalore,B-LOCATION
29,.,O
29,Employment,O
29,type,O
29,:,O
29,full-time,B-EMPLOYEMENT_TYPE
29,.,O
30,PhonePe,B-COMPANY
30,is,O
30,hiring,O
30,a,O
30,Kotlin,B-JOB_TITLE
30,Developer,I-JOB_TITLE
30,with,O
30,Android,B-SKILL_TECH
30,system,I-SKILL_TECH
30,knowledge,O
30,.,O
30,Location,O
30,:,O
30,Bangalore,B-LOCATION
30,.,O
30,Employment,O
30,type,O
30,:,O
30,full-time,B-EMPLOYEMENT_TYPE
30,.,O
31,Ola,B-COMPANY
31,Electric,I-COMPANY
31,is,O
31,hiring,O
31,an,O
31,EV,B-JOB_TITLE
31,Battery,I-JOB_TITLE
31,Engineer,I-JOB_TITLE
31,with,O
31,battery,B-SKILL_TECH
31,testing,I-SKILL_TECH
31,experience,O
31,.,O
31,Location,O
31,:,O
31,Bangalore,B-LOCATION
31,.,O
31,Employment,O
31,type,O
31,:,O
31,full-time,B-EMPLOYEMENT_TYPE
31,.,O
32,Intel,B-COMPANY
32,is,O
32,hiring,O
32,a,O
32,GPU,B-JOB_TITLE
32,Engineer,I-JOB_TITLE
32,with,O
32,C++,B-PROGRAMMING_LANGUAGE
32,and,O
32,CUDA,B-TOOL
32,experience,O
32,.,O
32,Location,O
32,:,O
32,Hyderabad,B-LOCATION
32,.,O
32,Employment,O
32,type,O
32,:,O
32,full-time,B-EMPLOYEMENT_TYPE
32,.,O
33,Adobe,B-COMPANY
33,is,O
33,hiring,O
33,a,O
33,Software,B-JOB_TITLE
33,Architect,I-JOB_TITLE
33,with,O
33,microservices,B-SKILL_TECH
33,experience,O
33,.,O
33,Location,O
33,:,O
33,Noida,B-LOCATION
33,.,O
33,Employment,O
33,type,O
33,:,O
33,full-time,B-EMPLOYEMENT_TYPE
33,.,O
34,KPMG,B-COMPANY
34,is,O
34,hiring,O
34,an,O
34,IT,B-JOB_TITLE
34,Auditor,I-JOB_TITLE
34,with,O
34,SOC,B-TOOL
34,and,O
34,ISO,B-TOOL
34,knowledge,O
34,.,O
34,Location,O
34,:,O
34,Mumbai,B-LOCATION
34,.,O
34,Employment,O
34,type,O
34,:,O
34,full-time,B-EMPLOYEMENT_TYPE
34,.,O
35,Uber,B-COMPANY
35,is,O
35,hiring,O
35,a,O
35,Maps,B-JOB_TITLE
35,Data,I-JOB_TITLE
35,Specialist,I-JOB_TITLE
35,with,O
35,GIS,B-TOOL
35,skills,O
35,.,O
35,Location,O
35,:,O
35,Bangalore,B-LOCATION
35,.,O
35,Employment,O
35,type,O
35,:,O
35,full-time,B-EMPLOYEMENT_TYPE
35,.,O
36,Zomato,B-COMPANY
36,is,O
36,hiring,O
36,a,O
36,Delivery,B-JOB_TITLE
36,Operations,I-JOB_TITLE
36,Manager,I-JOB_TITLE
36,with,O
36,logistics,B-SKILL_TECH
36,experience,O
36,.,O
36,Location,O
36,:,O
36,Delhi,B-LOCATION
36,.,O
36,Employment,O
36,type,O
36,:,O
36,full-time,B-EMPLOYEMENT_TYPE
36,.,O
37,Tata,B-COMPANY
37,Steel,I-COMPANY
37,is,O
37,hiring,O
37,a,O
37,Mechanical,B-JOB_TITLE
37,Engineer,I-JOB_TITLE
37,with,O
37,AutoCAD,B-TOOL
37,experience,O
37,.,O
37,Location,O
37,:,O
37,Jamshedpur,B-LOCATION
37,.,O
37,Employment,O
37,type,O
37,:,O
37,full-time,B-EMPLOYEMENT_TYPE
37,.,O
38,NICE,B-COMPANY
38,is,O
38,hiring,O
38,a,O
38,Speech,B-JOB_TITLE
38,Scientist,I-JOB_TITLE
38,with,O
38,ASR,B-SKILL_TECH
38,experience,O
38,.,O
38,Location,O
38,:,O
38,Pune,B-LOCATION
38,.,O
38,Employment,O
38,type,O
38,:,O
38,full-time,B-EMPLOYEMENT_TYPE
38,.,O
39,L, B-COMPANY
39,&,I-COMPANY
39,T,I-COMPANY
39,is,O
39,hiring,O
39,a,O
39,Civil,B-JOB_TITLE
39,Engineer,I-JOB_TITLE
39,with,O
39,AutoCAD,B-TOOL
39,experience,O
39,.,O
39,Location,O
39,:,O
39,Delhi,B-LOCATION
39,.,O
39,Employment,O
39,type,O
39,:,O
39,full-time,B-EMPLOYEMENT_TYPE
39,.,O
40,ABB,B-COMPANY
40,is,O
40,hiring,O
40,an,O
40,Electrical,B-JOB_TITLE
40,Engineer,I-JOB_TITLE
40,with,O
40,power,B-SKILL_TECH
40,automation,I-SKILL_TECH
40,experience,O
40,.,O
40,Location,O
40,:,O
40,Bangalore,B-LOCATION
40,.,O
40,Employment,O
40,type,O
40,:,O
40,full-time,B-EMPLOYEMENT_TYPE
40,.,O
41,Qualcomm,B-COMPANY
41,is,O
41,hiring,O
41,a,O
41,Firmware,B-JOB_TITLE
41,Engineer,I-JOB_TITLE
41,with,O
41,C,B-PROGRAMMING_LANGUAGE
41,and,O
41,RTOS,B-TOOL
41,experience,O
41,.,O
41,Location,O
41,:,O
41,Hyderabad,B-LOCATION
41,.,O
41,Employment,O
41,type,O
41,:,O
41,full-time,B-EMPLOYEMENT_TYPE
41,.,O
42,BharatPe,B-COMPANY
42,is,O
42,hiring,O
42,a,O
42,Financial,B-JOB_TITLE
42,Analyst,I-JOB_TITLE
42,with,O
42,Excel,B-TOOL
42,skills,O
42,.,O
42,Location,O
42,:,O
42,Delhi,B-LOCATION
42,.,O
42,Employment,O
42,type,O
42,:,O
42,full-time,B-EMPLOYEMENT_TYPE
42,.,O
43,Havells,B-COMPANY
43,is,O
43,hiring,O
43,an,O
43,Industrial,B-JOB_TITLE
43,Designer,I-JOB_TITLE
43,with,O
43,CAD,B-TOOL
43,experience,O
43,.,O
43,Location,O
43,:,O
43,Noida,B-LOCATION
43,.,O
43,Employment,O
43,type,O
43,:,O
43,full-time,B-EMPLOYEMENT_TYPE
43,.,O
44,Tech,B-COMPANY
44,Mahindra,I-COMPANY
44,is,O
44,hiring,O
44,an,O
44,RPA,B-JOB_TITLE
44,Developer,I-JOB_TITLE
44,with,O
44,UiPath,B-TOOL
44,experience,O
44,.,O
44,Location,O
44,:,O
44,Pune,B-LOCATION
44,.,O
44,Employment,O
44,type,O
44,:,O
44,full-time,B-EMPLOYEMENT_TYPE
44,.,O
45,Sony,B-COMPANY
45,is,O
45,hiring,O
45,a,O
45,Computer,B-JOB_TITLE
45,Vision,I-JOB_TITLE
45,Engineer,I-JOB_TITLE
45,with,O
45,OpenCV,B-TOOL
45,and,O
45,Python,B-PROGRAMMING_LANGUAGE
45,experience,O
45,.,O
45,Location,O
45,:,O
45,Bangalore,B-LOCATION
45,.,O
45,Employment,O
45,type,O
45,:,O
45,full-time,B-EMPLOYEMENT_TYPE
45,.,O
46,Myntra,B-COMPANY
46,is,O
46,hiring,O
46,a,O
46,Fashion,B-JOB_TITLE
46,Consultant,I-JOB_TITLE
46,with,O
46,industry,B-SKILL_TECH
46,experience,O
46,.,O
46,Location,O
46,:,O
46,Bangalore,B-LOCATION
46,.,O
46,Employment,O
46,type,O
46,:,O
46,full-time,B-EMPLOYEMENT_TYPE
46,.,O
47,Infosys,B-COMPANY
47,BPM,I-COMPANY
47,is,O
47,hiring,O
47,a,O
47,Process,B-JOB_TITLE
47,Associate,I-JOB_TITLE
47,with,O
47,Excel,B-TOOL
47,experience,O
47,.,O
47,Location,O
47,:,O
47,Pune,B-LOCATION
47,.,O
47,Employment,O
47,type,O
47,:,O
47,full-time,B-EMPLOYEMENT_TYPE
47,.,O
48,Accolite,B-COMPANY
48,is,O
48,hiring,O
48,a,O
48,Golang,B-JOB_TITLE
48,Developer,I-JOB_TITLE
48,with,O
48,API,B-SKILL_TECH
48,experience,O
48,.,O
48,Location,O
48,:,O
48,Bangalore,B-LOCATION
48,.,O
48,Employment,O
48,type,O
48,:,O
48,full-time,B-EMPLOYEMENT_TYPE
48,.,O
49,DXC,B-COMPANY
49,is,O
49,hiring,O
49,a,O
49,IT,B-JOB_TITLE
49,Support,I-JOB_TITLE
49,Engineer,I-JOB_TITLE
49,with,O
49,Linux,B-TOOL
49,and,O
49,Networking,B-SKILL_TECH
49,experience,O
49,.,O
49,Location,O
49,:,O
49,Chennai,B-LOCATION
49,.,O
49,Employment,O
49,type,O
49,:,O
49,full-time,B-EMPLOYEMENT_TYPE
49,.,O
50,Zoho,B-COMPANY
50,is,O
50,hiring,O
50,a,O
50,Technical,B-JOB_TITLE
50,Writer,I-JOB_TITLE
50,with,O
50,documentation,B-SKILL_TECH
50,experience,O
50,.,O
50,Location,O
50,:,O
50,Chennai,B-LOCATION
50,.,O
50,Employment,O
50,type,O
50,:,O
50,full-time,B-EMPLOYEMENT_TYPE
50,.,O
51,EY,B-COMPANY
51,is,O
51,hiring,O
51,a,O
51,Cloud,B-JOB_TITLE
51,Architect,I-JOB_TITLE
51,with,O
51,Azure,B-TOOL
51,experience,O
51,.,O
51,Location,O
51,:,O
51,Bangalore,B-LOCATION
51,.,O
51,Employment,O
51,type,O
51,:,O
51,full-time,B-EMPLOYEMENT_TYPE
51,.,O
52,Samsung,B-COMPANY
52,is,O
52,hiring,O
52,a,O
52,Firmware,B-JOB_TITLE
52,Tester,I-JOB_TITLE
52,with,O
52,embedded,B-SKILL_TECH
52,testing,I-SKILL_TECH
52,experience,O
52,.,O
52,Location,O
52,:,O
52,Noida,B-LOCATION
52,.,O
52,Employment,O
52,type,O
52,:,O
52,contract,B-EMPLOYEMENT_TYPE
52,.,O
53,Mindtree,B-COMPANY
53,is,O
53,hiring,O
53,a,O
53,Python,B-JOB_TITLE
53,Automation,I-JOB_TITLE
53,Engineer,I-JOB_TITLE
53,with,O
53,scripting,B-SKILL_TECH
53,experience,O
53,.,O
53,Location,O
53,:,O
53,Bangalore,B-LOCATION
53,.,O
53,Employment,O
53,type,O
53,:,O
53,full-time,B-EMPLOYEMENT_TYPE
53,.,O
54,Oracle,B-COMPANY
54,is,O
54,hiring,O
54,a,O
54,Linux,B-JOB_TITLE
54,Systems,I-JOB_TITLE
54,Administrator,I-JOB_TITLE
54,with,O
54,shell,B-SKILL_TECH
54,scripting,I-SKILL_TECH
54,experience,O
54,.,O
54,Location,O
54,:,O
54,Hyderabad,B-LOCATION
54,.,O
54,Employment,O
54,type,O
54,:,O
54,full-time,B-EMPLOYEMENT_TYPE
54,.,O
55,Infosys,B-COMPANY
55,is,O
55,hiring,O
55,a,O
55,Blockchain,B-JOB_TITLE
55,Developer,I-JOB_TITLE
55,with,O
55,Solidity,B-PROGRAMMING_LANGUAGE
55,experience,O
55,.,O
55,Location,O
55,:,O
55,Bangalore,B-LOCATION
55,.,O
55,Employment,O
55,type,O
55,:,O
55,full-time,B-EMPLOYEMENT_TYPE
55,.,O
56,Airtel,B-COMPANY
56,is,O
56,hiring,O
56,a,O
56,Telecom,B-JOB_TITLE
56,Analyst,I-JOB_TITLE
56,with,O
56,VoLTE,B-SKILL_TECH
56,experience,O
56,.,O
56,Location,O
56,:,O
56,Gurgaon,B-LOCATION
56,.,O
56,Employment,O
56,type,O
56,:,O
56,full-time,B-EMPLOYEMENT_TYPE
56,.,O
57,Dunzo,B-COMPANY
57,is,O
57,hiring,O
57,a,O
57,Logistics,B-JOB_TITLE
57,Planner,I-JOB_TITLE
57,with,O
57,forecasting,B-SKILL_TECH
57,skills,O
57,.,O
57,Location,O
57,:,O
57,Bangalore,B-LOCATION
57,.,O
57,Employment,O
57,type,O
57,:,O
57,full-time,B-EMPLOYEMENT_TYPE
57,.,O
58,Boston,B-COMPANY
58,Consulting,I-COMPANY
58,Group,I-COMPANY
58,is,O
58,hiring,O
58,an,O
58,IT,B-JOB_TITLE
58,Strategy,I-JOB_TITLE
58,Associate,I-JOB_TITLE
58,with,O
58,research,B-SKILL_TECH
58,experience,O
58,.,O
58,Location,O
58,:,O
58,Mumbai,B-LOCATION
58,.,O
58,Employment,O
58,type,O
58,:,O
58,full-time,B-EMPLOYEMENT_TYPE
58,.,O
59,CRED,B-COMPANY
59,is,O
59,hiring,O
59,an,O
59,SRE,B-JOB_TITLE
59,Engineer,I-JOB_TITLE
59,with,O
59,Kubernetes,B-TOOL
59,and,O
59,Grafana,B-TOOL
59,experience,O
59,.,O
59,Location,O
59,:,O
59,Bangalore,B-LOCATION
59,.,O
59,Employment,O
59,type,O
59,:,O
59,full-time,B-EMPLOYEMENT_TYPE
59,.,O
60,TCS,B-COMPANY
60,is,O
60,hiring,O
60,a,O
60,COBOL,B-JOB_TITLE
60,Developer,I-JOB_TITLE
60,for,O
60,banking,B-SKILL_TECH
60,modernization,I-SKILL_TECH
60,projects,O
60,.,O
60,Location,O
60,:,O
60,Chennai,B-LOCATION
60,.,O
60,Employment,O
60,type,O
60,:,O
60,full-time,B-EMPLOYEMENT_TYPE
60,.,O
61,GE,B-COMPANY
61,Healthcare,I-COMPANY
61,is,O
61,hiring,O
61,a,O
61,Biomedical,B-JOB_TITLE
61,Engineer,I-JOB_TITLE
61,with,O
61,diagnostic,B-SKILL_TECH
