sentence_id,token,label
35,report,B-SKILL_TECH
35,development,I-SKILL_TECH
35,and,O
35,debugging,B-SKILL_TECH
35,.,O
35,Siemens,B-COMPANY
35,Bengaluru,B-LOCATION
35,ABAP,B-SKILL_TECH
35,OOP,I-SKILL_TECH
35,preferred,O

36,Business,B-JOB_TITLE
36,Analyst,I-JOB_TITLE
36,for,O
36,requirements,B-SKILL_TECH
36,documentation,I-SKILL_TECH
36,,,O
36,sprint,B-SKILL_TECH
36,meetings,I-SKILL_TECH
36,,,O
36,backlog,B-SKILL_TECH
36,management,I-SKILL_TECH
36,using,O
36,Jira,B-TOOL
36,.,O
36,SQL,B-SKILL_TECH
36,and,O
36,PowerBI,B-TOOL
36,plus,O
36,.,O
36,Wipro,B-COMPANY
36,Mumbai,B-LOCATION

37,Security,B-JOB_TITLE
37,Pentester,I-JOB_TITLE
37,with,O
37,OWASP,B-SKILL_TECH
37,BurpSuite,B-TOOL
37,Metasploit,B-TOOL
37,Nmap,B-TOOL
37,.,O
37,Deloitte,B-COMPANY
37,Hyderabad,B-LOCATION
37,full,B-EMPLOYMENT_TYPE
37,time,I-EMPLOYMENT_TYPE

38,Data,B-JOB_TITLE
38,Engineer,I-JOB_TITLE
38,build,O
38,ETL,B-SKILL_TECH
38,pipelines,I-SKILL_TECH
38,using,O
38,Apache,B-TOOL
38,Spark,I-TOOL
38,and,O
38,Airflow,B-TOOL
38,.,O
38,AWS,B-TECH_PLATFORM
38,S3,B-TOOL
38,Glue,B-TOOL
38,EMR,B-TOOL
38,required,O
38,.,O
38,Netflix,B-COMPANY
38,Bangalore,B-LOCATION

39,QA,B-JOB_TITLE
39,Automation,I-JOB_TITLE
39,Tester,I-JOB_TITLE
39,with,O
39,Selenium,B-TOOL
39,Cypress,B-TOOL
39,Postman,B-TOOL
39,API,B-SKILL_TECH
39,tests,I-SKILL_TECH
39,,,O
39,regression,B-SKILL_TECH
39,suites,I-SKILL_TECH
39,,,O
39,CI,B-SKILL_TECH
39,pipelines,I-SKILL_TECH
39,.,O
39,Adobe,B-COMPANY
39,Noida,B-LOCATION

40,AI,B-JOB_TITLE
40,Research,I-JOB_TITLE
40,Intern,I-JOB_TITLE
40,with,O
40,transformer,B-SKILL_TECH
40,models,I-SKILL_TECH
40,(,O
40,BERT,B-MODEL
40,GPT,B-MODEL
40,),O
40,TensorFlow,B-FRAMEWORK
40,PyTorch,B-FRAMEWORK
40,.,O
40,Research,B-JOB_TYPE
40,role,O
40,at,O
40,IIT,B-COMPANY
40,Delhi,I-COMPANY
40,campus,O
